phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
today chairman,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
equity policy,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
celebrity appearances,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency issue,5.0,0.0,14.0,0.0,0.0,0.0002,0.0001,news_speech,False,False,True,False
newly built but abandoned healthcare facilities,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
emergency ipac meeting,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,True,True,False
immunotherapy,10.0,8.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,True,False,False
celebrated musician,34.0,0.0,2.0,0.0003,0.0,0.0,0.0001,news_speech,False,False,True,False
celebrated rapper,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
impact education,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
celebrated musicians,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
impact event,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
today pipe,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
impact factors,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
celebrated launch,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
uh uh the communities,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
impact funds,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
celebrated singer,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
impact crater,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency lighting,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
today hope,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency lighting system,0.0,15.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
responses rate,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
impact assessment studies,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
equity prices,3.0,23.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,False,True,False
relaxation time,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency liquidity support,16.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
equity principle,6.0,3.0,16.0,0.0001,0.0,0.0003,0.0001,news_research_speech,False,False,True,False
celebrates father,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
today member,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
today newspaper,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh uh uh leadership,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency interventions,8.0,5.0,6.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
immunization schedules,0.0,15.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
immunization programs,7.0,2.0,7.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,False,False
tobacco and tobacco products,6.0,0.0,9.0,0.0001,0.0,0.0001,0.0001,news_speech,True,True,False,False
immunization services,10.0,26.0,3.0,0.0001,0.0002,0.0,0.0001,news_research_speech,False,True,False,False
newly approved ministers,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
celery water,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,True,False,False,False
cell connecting energies,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cell counts,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
integrated change control,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
oratory,7.0,10.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
immunization centre,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
equity owners,1.0,5.0,10.0,0.0,0.0,0.0002,0.0001,news_research_speech,False,False,True,False
border closure directive,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immunization failure,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
integrated bauxite and aluminium industry,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
border difficulties,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immunopathology,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
integrated aluminum industry,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency injunction,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
celebrity involvement,2.0,24.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,False,True,False
celebrity guests,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newly born child,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
integrated analysis,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tobacco smoking,11.0,14.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,True,True,False,False
emergency interp party advisory committee meeting,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immunology education,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
integrated aluminium project,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
tobacco-related illnesses,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,True,False,False
emergency intervention,11.0,1.0,9.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
immunopathogenesis,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
celebrity lookalikes,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
tobacco control laws,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
celery,6.0,9.0,4.0,0.0001,0.0001,0.0001,0.0001,news_research_speech,True,False,False,False
integrated authentication service,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tobacco control research,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
integrated assessment,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tobacco harm reduction,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
immunogenicity,1.0,19.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
immunocompetence,0.0,13.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
enhanced experience,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newly born babies,4.0,14.0,14.0,0.0,0.0001,0.0002,0.0001,news_research_speech,False,True,False,False
celebrity politicians,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
celebrity politician,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
relators,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
optimization study,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency operations command,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
enhanced development,6.0,6.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
uh uh leadership,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh uh issues,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency physician,7.0,3.0,7.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,False,False
requirement change,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
toilet related diseases,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
optimization models,0.0,13.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
optimization methods,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
equity risks,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
impacting businesses,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
requirement definition,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
optimized condition,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
bore,6.0,12.0,1.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,False,True
ring leaders,9.0,0.0,4.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
bore-holes,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
emergency officials,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
intake capacity,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
impacted areas,11.0,1.0,8.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
toilet facility coverage,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
impacted communities,36.0,2.0,0.0,0.0003,0.0,0.0,0.0001,news_research,False,False,True,False
ceasefires,17.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ceasefire violations,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ceasefire talks,15.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ceasefire proposal,16.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ceasefire plan,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
toilets facilities,4.0,20.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
ceasefire negotiations,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
rim requirements,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
ceasefire agreements,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
responsibility dimension,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency preparedness plan,12.0,14.0,5.0,0.0001,0.0001,0.0001,0.0001,news_research_speech,False,False,True,False
requirement analysis,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
optimization method,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency plan,8.0,19.0,5.0,0.0001,0.0002,0.0001,0.0001,news_research_speech,False,False,True,False
newly constructed storage structures,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
toilet seats,8.0,7.0,2.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,True,False,False
emergency plants,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
optimization approach,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency power act,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,True,True,False
optimization and search problems,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency power,15.0,5.0,8.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
emergency number,15.0,1.0,6.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
celebrated artists,15.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
integer programming models,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency management protocols,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
newly commissioned flport interchange,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
relaxers,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,False,True
celebrated actors,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
celebrated actor,15.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
celebrated case,7.0,1.0,9.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
emergency medicine directorate,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,True,False,False
option pricing models,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
impact investing,24.0,5.0,0.0,0.0002,0.0,0.0,0.0001,news_research,False,False,True,False
emergency liquidity uh program,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
celebrated figure,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency location transmitter,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,True,True,False
ring-fenced fund,16.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
relaxations,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,False,True
emergency management,16.0,31.0,1.0,0.0001,0.0003,0.0,0.0001,news_research_speech,False,True,True,False
border taxes,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
uh uh player,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly constituted panel,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ring officer,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
impact technology,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
impact themes,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
uh uh people,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
ring stage,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
optimized structures,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency meeting management meeting,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
responsib,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly confirmed city mayor,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
uh uh presiding officer,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency meetings,20.0,10.0,3.0,0.0002,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
uh uh problem,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
enhanced education,10.0,6.0,1.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
emergency money emergency emergency emergency emergency,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cell culture,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
tissue paper box,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
equity interests,20.0,2.0,0.0,0.0002,0.0,0.0,0.0001,news_research,False,False,True,False
ordered set,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
integrated information systems,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tissue necrosis,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency decree,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
tissue papers,27.0,5.0,1.0,0.0002,0.0,0.0,0.0001,news_research_speech,False,False,True,False
equity investment,19.0,15.0,1.0,0.0002,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
immigration applications,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
response responses,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
tissue proportions,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
tissue culture,2.0,27.0,2.0,0.0,0.0002,0.0,0.0001,news_research_speech,True,True,False,False
integrated land tenure system,0.0,16.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
tissue cultures,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,True,False,False
tissue cyst,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency crews,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
uh well structured channels,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
tissue destruction,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
tissue homogenate,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
uh week,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
immersion oil,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
integrated iron and steel industry,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
equity interest,9.0,2.0,6.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
immigrant,32.0,3.0,9.0,0.0003,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
immigration attorney,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immigration authorities,36.0,1.0,0.0,0.0003,0.0,0.0,0.0001,news_research,False,False,True,False
tissue concentrations,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
immigration fraud,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
booster station,2.0,13.0,4.0,0.0,0.0001,0.0001,0.0001,news_research_speech,True,False,True,False
immigration detention,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immigration documents,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
booster stations,2.0,29.0,0.0,0.0,0.0003,0.0,0.0001,news_research,True,False,True,False
immigration guy,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immigration judge,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
uh visibility,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
response series,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order statistics,0.0,14.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
integrated framework,3.0,34.0,0.0,0.0,0.0003,0.0,0.0001,news_research,False,False,True,False
tissue repair,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
tissue rolls,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newfound skills,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immigration case,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
tissue samples,3.0,28.0,0.0,0.0,0.0003,0.0,0.0001,news_research,False,True,False,False
uh voting process,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
tissue sections,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
immigration court,17.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency department patients,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency departments,3.0,22.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
immigration consequences,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency dialysis,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,True,False,False
uh voting,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cellularity,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
response scale,1.0,32.0,0.0,0.0,0.0003,0.0,0.0001,news_research,False,False,True,False
uh wellknown ports,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
immunization activities,1.0,20.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
tireless commitment,16.0,2.0,4.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
cement people,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
rising borrowing costs,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
rerun election,20.0,0.0,3.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,True,False
tireless advocacy,20.0,0.0,2.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,True,False
tireless advocate,10.0,0.0,5.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
uh works,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
tireless contributions,6.0,6.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
tireless dedication,27.0,2.0,1.0,0.0002,0.0,0.0,0.0001,news_research_speech,False,False,True,False
integrated market,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
reround,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
tireless effort,14.0,34.0,1.0,0.0001,0.0003,0.0,0.0001,news_research_speech,False,False,True,False
relationship types,1.0,30.0,0.0,0.0,0.0003,0.0,0.0001,news_research,False,False,True,False
uh workers,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
relationship type,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
relationship work,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
integrated marketing communication tools,0.0,12.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
cement products,28.0,11.0,2.0,0.0002,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
equity health insurance,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,True,True,False
books friends,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
enhanced hygiene,30.0,1.0,0.0,0.0003,0.0,0.0,0.0001,news_research,False,True,False,False
cement product,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
tire structure,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cement producers,19.0,3.0,11.0,0.0002,0.0,0.0002,0.0001,news_research_speech,False,False,True,False
cement pricing,35.0,0.0,2.0,0.0003,0.0,0.0,0.0001,news_speech,False,False,True,False
bookshops,14.0,18.0,2.0,0.0001,0.0002,0.0,0.0001,news_research_speech,False,False,True,False
cement price,15.0,0.0,9.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
cement matrix,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tissue characteristics,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
cement factories,22.0,9.0,2.0,0.0002,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
immediately some,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newand taxes,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
orders trial,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
orders release,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
integrated landscape management,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
emergency council,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
booming business,7.0,2.0,4.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
tireless guidance,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency circumstances,9.0,1.0,4.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
cement manufacturing development committee,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cement manufacturing companies,34.0,2.0,0.0,0.0003,0.0,0.0,0.0001,news_research,False,False,True,False
emergency case,13.0,3.0,8.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
integrated manner,2.0,22.0,2.0,0.0,0.0002,0.0,0.0001,news_research_speech,False,False,True,False
uh withdrawal,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
relationship-based lending,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immediately and a sense,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
integrated management,7.0,22.0,3.0,0.0001,0.0002,0.0,0.0001,news_research_speech,False,False,True,False
ordinarily you,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency conditions,6.0,11.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,True,True,False
uh wife,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cement houses,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
immigration matters,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency drug list,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency drugs,6.0,27.0,2.0,0.0001,0.0002,0.0,0.0001,news_research_speech,False,True,False,False
newly appointed diplomats,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency funds,28.0,2.0,2.0,0.0002,0.0,0.0,0.0001,news_research_speech,False,False,True,False
integrated crop-livestock system,0.0,15.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
newly appointed deputy ministers,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
response times,24.0,17.0,2.0,0.0002,0.0002,0.0,0.0001,news_research_speech,False,False,True,False
integrated customs management system,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
newly appointed director general,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immune,9.0,7.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,True,False,False
emergency handle,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
borates,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
emergency funding,23.0,2.0,4.0,0.0002,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
rip-off,15.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immobilization response,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
order chairman,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immobilized antibody,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
response surfaces,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
newly appointed board members,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
booya,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cell lysis,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
immigration offences,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency healthcare,27.0,1.0,0.0,0.0002,0.0,0.0,0.0001,news_research,False,True,False,False
emergency healthcare services,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
newly appointed members,22.0,0.0,1.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,True,False
newly appointed ministers,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
