text,language,priority,option1,option2,option3,model1,model2,model3
Dɛn na atifi asɛm no ka fa adwempɔw a ɛwɔ abasɛm no mu ho?,twi-akuapem,1,What does the heading say about the main idea in the story?,What does the above say about the intent of the story?,What does the above say about the purpose of the story?,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛ na kyerɛw nnyinaso kasamu a ɛwɔ kasapɛn a edi kan ne nea ɛto so anan,twi-akuapem,1,Identify and write down the topic sentence in the first paragraph and the fourth paragraph.,Identify and write base sentences in the first and fourth sentences,Identify and write the base sentences in the first and fourth sentences.,gemini-3.6-flash,google-translate,google-translate-via-thai
Fa ɔkasamu nnan bɔ abasɛm yi nyinaa tɔfa.,twi-akuapem,1,Summarize this entire story in four sentences.,Summarize this whole story in four sentences.,,gemini-3.6-flash;google-translate,google-translate-via-thai,
Kyerɛw akenkan a emu dɔ su abien bi a woasua wɔ saa ɔfa yi mu.,twi-akuapem,1,Write down two characteristics of intensive reading that you learned in this section.,Write down two deep reading qualities you have learned in this section.,Write down two features of deep reading that you learned in this section.,gemini-3.6-flash,google-translate,google-translate-via-thai
Fa w’ankasa nsɛmfua kyerɛkyerɛ esu abien a woakyerɛw wɔ (1) no mu.,twi-akuapem,1,"Using your own words, explain the two characteristics you wrote in (1).","In your own words, describe the two qualities listed in (1).",in your own words Explain the two properties listed in (1).,gemini-3.6-flash,google-translate,google-translate-via-thai
Nsonsonoe bɛn na ɛda anotew ne mmɔakyi agyinaesi ntam?,twi-akuapem,1,What is the difference between an oral test and a written assessment?,What is the difference between cleanliness and background decisions?,What is the difference between cleanliness and behind-the-scenes decisions?,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛkyerɛ akenkan ntrɛwmu su abiɛsa mu?,twi-akuapem,1,Explain three characteristics of extensive reading.,Explain three characteristics of reading expansion?,Describe three characteristics of reading expansion?,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛkyerɛ nsonsonoe a ɛda akenkan a emu dɔ ne akenkan ntrɛwmu mu.,twi-akuapem,1,Explain the difference between intensive reading and extensive reading.,Explain the difference between deep reading and extended reading.,Explain the difference between in-depth reading and extended reading.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɔkasa Nhyehyɛe ne Mmara a ɛda Akuapem Twi,twi-akuapem,1,Grammar and Rules of Akuapem Twi,Speech Structure and Rules of Rural English,,gemini-3.6-flash,google-translate;google-translate-via-thai,
"Mmataho wɔ nkyekyɛmu titiriw abiɛsa; nsianim,",twi-akuapem,1,"Affixes have three main categories; prefixes,","Connections have three main categories; slowly,","There are three main types of connections: slow,",gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛde mmataho si asɛmfua anaa asɛnnua bi ho de nya asɛmfua,twi-akuapem,1,We add affixes to a word or stem to create a word,We attach conjunctions to a word or cross to form a word,We attach conjunctions to words or conjunctions to form words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛde mmataho di dwuma wɔ kasa no mu de yɛ nsɛmfua foforo.,twi-akuapem,1,We use affixes in the language to form new words.,We use conjunctions in the language to create new words.,We use conjunctions in language to create new words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mmataho a yɛtaa de di dwuma pa ara ne nsianim ne nsiakyi.,twi-akuapem,1,The most commonly used affixes are prefixes and suffixes.,The most commonly used conjunctions are prefixes and suffixes.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Nsianim yɛ mmataho a yɛde si asennua bi anim.,twi-akuapem,1,A prefix is an affix that we place before a stem.,A descent is a stick placed in front of a cross.,The descent is the stick placed in front of the cross.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nsim nso yɛ mmataho a yɛde si asennua bi ntam.,twi-akuapem,1,An infix is also an affix that we place inside a stem.,Nsim is also a connection between a cross.,Nsim is also the connection between the crosses.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nsiakyi yɛ mmataho a yɛde si asennua bi akyi pɛɛ.,twi-akuapem,1,A suffix is an affix that we place right after a stem.,A cross is a joint that is placed right behind a cross.,The cross is the joint that is placed behind the cross.,gemini-3.6-flash,google-translate,google-translate-via-thai
Hyɛ no nso: Kasa ahorow kakraa bi na ɛwɔ wiase a ɛde nsim mmataho di dwuma.,twi-akuapem,1,Note: Only a few languages in the world use infixes.,Also note: There are few languages ​​in the world that use conjunctions.,Also note: Few languages ​​in the world use conjunctions.,gemini-3.6-flash,google-translate,google-translate-via-thai
Yennim Ghana kasa bi a saa bere yi ɛde nsim di dwuma.,twi-akuapem,1,We do not know of any Ghanaian language that currently uses infixes.,We don’t know of a Ghanaian language that uses nsim at this time.,We do not know any Ghanaian language that uses nsim at this time.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Mmataho ho nhwɛso wɔ Akuapem Twi mu na edidi so yi: a-, m-, n-,-fo, -nom, re- ne",twi-akuapem,1,"Examples of affixes in Akuapem Twi are as follows: a-, m-, n-,-fo, -nom, re- and","Examples of conjunctions in Akuapem Twi are as follows: a-, m-, n-,-fo, -nom, re- ne","Examples of conjunctions in Akuapem Twi are: a-, m-, n-,-fo, -nom, re-ne.",gemini-3.6-flash,google-translate,google-translate-via-thai
"Eyinom nyinaa yɛ mmataho efisɛ, yebetumi de wɔn asi asɛmfua bi ho ama ne ntease",twi-akuapem,1,All these are affixes because we can attach them to a word to change its meaning,"These are all connections because, we can put them next to a word for its meaning",They all connect because we can place them next to meaningful words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nhwɛso: agya bɛdan agyanom.,twi-akuapem,1,Example: 'agya' (father) becomes 'agyanom' (fathers).,Example: father will become fathers.,Example: Father will become father.,gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.1 Kyerɛkyerɛ mmataho ase,twi-akuapem,1,Activity 3.1 Explain suffixes,Exercise 3.1 Define attachment,Exercise 3.1 Define attachments.,gemini-3.6-flash,google-translate,google-translate-via-thai
Dan w’ani kyerɛ wo yɔnko na kyerɛkyerɛ mmataho ho ase kyerɛ no.,twi-akuapem,1,Turn to your partner and explain the concept of suffixes to them.,Turn to your partner and explain the connection.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Nyafirimu mmataho: Eyi yɛ mmataho a yɛnam so nya nsɛmfua foforo ne ntease foforo.,twi-akuapem,1,Derivational affixes: These are affixes through which we derive new words and new meanings.,Forgiveness connection: This is a connection through which we acquire new words and new meanings.,Forgiveness Connection: This is the connection where we get new words and new meanings.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nyafirim mmataho mu no, asennua no ne asɛmfua foforo no asɛmfuakuw betumi ayɛ",twi-akuapem,1,"In derivational affixation, the root word and the new word may belong to the same parts of speech","In Nyafirim conjunctions, the cross and the other word can be synonymous",In the Nyafīrim conjunctions Cross and another word can have the same meaning.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Eyi kyerɛ sɛ, nyafirim mmataho betumi asesa asɛmfuakuw",twi-akuapem,1,This means that derivational affixation can change the part of speech,This means that a conjunction can change a word,This means that conjunctions can change words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nyafirim mmataho no ma yenya nsɛmfua foforo fi asennua no mu.,twi-akuapem,1,Derivational affixes allow us to get new words from the root word.,The Nyafirim connection gives us new words from the cross.,The Nyafirim connection gives us a new word from the cross.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nhwɛso : sa tumi bɛdan nsa ‘nsa’ wɔ bere a nsianim n- si asennua sa anim.,twi-akuapem,1,Example: the root word 'sa' (to dance) can become 'nsa' (liquor/hand) when the prefix 'n-' is attached to the root word 'sa'.,Example: sa can become hand 'hand' when the consonant n- is in front of the cross sa.,Example: sa becomes 'hand' when the consonant n- is before the cross sa.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nnanemu mmataho: Eyinom yɛ mmataho a ɛsesa asɛmfua no kabea nko ara na mmom,",twi-akuapem,1,"Inflectional affixes: These are affixes that only change the grammatical form of the word, but","Pronouns: These are conjunctions that change not only the form of the word but also,",Pronouns: These conjunctions not only change the form of the word. but also change,gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.2 Kyerɛkyerɛ mmataho ahorow a ɛwɔ Akuapem twi mu.,twi-akuapem,1,Activity 3.2 Explain the various affixes in Akuapem Twi.,Exercise 3.2 Describe the connections in Akuapem twi.,Exercise 3.2 Explain the connections in Akuapem twi.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mmataho dwumadi no da nso wɔ kasa ahorow mu.,twi-akuapem,1,The function of affixes also varies across different languages.,The link program is also available in various languages.,The link program is also available in different languages.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛboa ma yetumi yɛ nsɛmfua foforo fi asennua anaa asɛmfua dedaw bi mu.,twi-akuapem,1,It helps us to form new words from an existing stem or word.,It helps us to make new words from an old cross or word.,It helps us create new words from crosswords or old words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa asɛmfua bi asɛmfuakuw fi biako mu kɔ foforo mu.,twi-akuapem,1,It can change the word class of a word from one to another.,It can change the syllable of a word from one to another.,It can change the syllables of a word from one place to another.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa adeyɛ bi kabea.,twi-akuapem,1,It can change the aspect of a verb.,It can change the form of an action.,Able to change action patterns,gemini-3.6-flash,google-translate,google-translate-via-thai
Nhwɛso: re + kɔ = rekɔ.,twi-akuapem,1,Example: re + kɔ = rekɔ (going).,Example: re + go = going.,Example: re + go = go,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa asɛmfua bi kabea fi kabea biako mu kɔ foforo mu.,twi-akuapem,1,It can change the form of a word from one grammatical state to another.,It can change the form of a word from one form to another.,The form of a word can be changed from one form to another.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mmataho tumi sesa asɛmfua (edin) fi biakofo mu kɔ dodow kabea mu.,twi-akuapem,1,Affixes can change a word (noun) from singular form to plural form.,Conjunctions can change a word (noun) from singular to plural.,Conjunctions can change words (nouns) from singular to plural.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mmataho ho nimdeɛ boa ma yetumi sopɛ nsɛmfua san sua yɛn kasa no yiye.,twi-akuapem,1,Knowledge of affixes helps us to spell words correctly and study our language well.,Connection skills help us to soak up words and learn our language better.,Connection skills help us absorb vocabulary and learn our language better.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa edin nkyerɛkyerɛmu ma no dan adeyɛ,twi-akuapem,1,It can change an adjective into a verb.,It can change a noun definition into a verb,Can change nouns into verbs.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa edin ma no dan adeyɛ,twi-akuapem,1,It can change a noun into a verb.,It can change nouns into verbs.,,gemini-3.6-flash;google-translate,google-translate-via-thai,
Etumi sesa edin ma no dan edin nkyerɛkyerɛmu.,twi-akuapem,1,It can change a noun into an adjective.,It can change a name to a noun description.,Names can be changed to descriptive nouns.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa edin a yehu ma no dan edin a yenhu.,twi-akuapem,1,It can change a concrete noun into an abstract noun.,It can change a name we see into a name we don’t see.,It can change the name we see to the name we don't see.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa edin nkyerɛkyerɛmu ma no dan edin.,twi-akuapem,1,It can change an adjective into a noun.,It can change a noun definition to a noun.,The definition of a noun can be changed to a noun.,gemini-3.6-flash,google-translate,google-translate-via-thai
Etumi sesa adeyɛ ma no dan edin nkyerɛkyerɛmu.,twi-akuapem,1,It can change a verb into an adjective.,It can change a verb into a noun.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Etumi sesa adeyɛ ma no dan edin.,twi-akuapem,1,It can change a verb into a noun.,,,gemini-3.6-flash;google-translate;google-translate-via-thai,,
Dwumadi 3.3 Adesuade no ho mfoni,twi-akuapem,1,Activity 3.3 Illustration of the lesson,Exercise 3.3 Diagram of the study,Exercise 3.3 Study diagram,gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.4 Wode mmataho reyɛ nsɛmfua foforo,twi-akuapem,1,Activity 3.4 Using affixes to form new words,Exercise 3.4 You are making new words with conjunctions,Exercise 3.4 You are creating new words with conjunctions.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nkabomde nkyerɛase: Nkabomde yɛ asɛmfua/nsɛmfua a ɛka nsɛmfua, nsɛnsin anaa",twi-akuapem,1,"Definition of conjunctions: A conjunction is a word/words that joins words, phrases or","Definition of a conjunction: A conjunction is a word/phrase that connects words, phrases or","Definition of conjunctions: Conjunctions are words/phrases that connect words, phrases, or",gemini-3.6-flash,google-translate,google-translate-via-thai
Wɔn dwumadi titiriw pa ara ne sɛ wɔbɛka ɔkasa afa ahorow abobom.,twi-akuapem,1,Their main function is to join different parts of speech together.,Their main function is to bring together parts of speech.,Their main function is to put parts of speech together.,gemini-3.6-flash,google-translate,google-translate-via-thai
Nea edidi so yi nyinaa yɛ nkabomde dwumadi wɔ ɔkasamu mu:,twi-akuapem,1,The following are all functions of conjunctions in a sentence:,All of the following are conjunctive functions in a sentence:,All of the following are functions connected in a sentence:,gemini-3.6-flash,google-translate,google-translate-via-thai
Kofi ne Ama kɔ afum.,twi-akuapem,1,Kofi and Ama went to the farm.,Kofi and Ama go to the fields.,Kofi and Ama go to the rice fields.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mekɔɔ bi nanso manni bi.,twi-akuapem,1,"I went too, but I didn't eat any.",I went to it but didn’t eat it.,I've been there but haven't eaten.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Onni sika nti, obiara mpɛ no yɔnko.",twi-akuapem,1,"Because he has no money, no one wants to be his friend.","Because he has no money, no one wants him as a friend.","Because he had no money, no one wanted him as a friend.",gemini-3.6-flash,google-translate,google-translate-via-thai
"Kofi Boadi bɛba oo, ɔmma oo, yebesua ade.",twi-akuapem,1,"Whether Kofi Boadi comes or not, we will study.","Whether Kofi Boadi comes or not, we will learn.",Whether Kofi Boadi will come or not. we will learn,gemini-3.6-flash,google-translate,google-translate-via-thai
Linda bedi banku anaa abeteɛ?,twi-akuapem,1,Will Linda eat banku or abetee?,Will Linda eat beans or beans?,Will Linda eat beans or lentils?,gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.5 Kyerɛkyerɛ Nkabomde ase,twi-akuapem,1,Activity 3.5 Explain Conjunctions,Exercise 3.5 Define Integration,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Gyina mpɛnsɛmpɛnsɛm a akɔ so no mu na fa w’ankasa nsɛmfua kyerɛkyerɛ,twi-akuapem,1,"Based on the analysis that has taken place, explain in your own words",Stand by the crisis and explain in your own words,Stand up through the crisis and explain it in your own words.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Yɛwɔ nkabomde ahorow bebree wɔ kasa ahorow mu nanso, yɛbɛpɛnsɛmpɛnsɛm emu",twi-akuapem,1,"We have many types of conjunctions in languages, but we will examine them.","We have many combinations in different languages ​​but, we will be critical",We have many combinations in different languages. But we will be important.,gemini-3.6-flash,google-translate,google-translate-via-thai
Kasamufa titiriw nkabomde dwumadi,twi-akuapem,1,Functions of coordinating conjunctions,Grammatical basic conjunction function,Basic grammatical conjunction functions,gemini-3.6-flash,google-translate,google-translate-via-thai
"Kasamufa titiriw nkabomde a ɛka nsɛmfua ne ɔkasasin bobom [ne, anaa, anaasɛ,",twi-akuapem,1,"Coordinating conjunctions that join words and phrases [and, or, or,","The main grammatical conjunction that joins words and phrases together [and, or, or,","Basic grammatical combinations that connect words and phrases [and, or, or,",gemini-3.6-flash,google-translate,google-translate-via-thai
"Aburoo oo, nkate oo",twi-akuapem,1,Corn or peanuts,"The rice, the nuts",bean rice,gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛkɔɔ hɔ na wada,twi-akuapem,1,We went there and he was asleep.,,,gemini-3.6-flash;google-translate;google-translate-via-thai,,
Wopɛ kwadu anaa nkate?,twi-akuapem,1,Do you want banana or peanuts?,Prefer quail or nuts?,Prefer quail or peas?,gemini-3.6-flash,google-translate,google-translate-via-thai
Kasamufa titiriw nkabomde a ɛka nsɛmfua ne kasamufa ahorow bobom yɛ [a].,twi-akuapem,1,The main coordinating conjunction that joins words and various clauses is [that/if].,The main grammatical conjunction that joins words and phrases together is [a],The main grammatical combination used to join words and phrases is [a].,gemini-3.6-flash,google-translate,google-translate-via-thai
"Yɛmfa nsanhɔ (,) mma nkabomde no akyi.",twi-akuapem,1,"We do not place a comma (,) after the conjunction.","We do not put a comma (,) after the comma.","We do not include a comma (,) after a comma.",gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛho nhwɛso na edidi so yi:,twi-akuapem,1,Here are examples following below:,Here is an example:,Here's an example:,gemini-3.6-flash,google-translate,google-translate-via-thai
Minim Nyame a magye no adi.,twi-akuapem,1,I know the God in whom I have believed.,I know the God I believe in.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Ɔkyerɛkyerɛni a ɔboo me no aba.,twi-akuapem,1,The teacher who beat me has come.,The teacher who hit me has arrived.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Kasamufa titiriw nkabomde a ɛka kasamufa kumaa ne kasamufa titiriw bom.,twi-akuapem,1,A main clause conjunction connects a subordinate clause and a main clause.,Main clause conjunction connecting subclause and main clause.,The main clause connects the subordinate clause and the main clause.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Yedidi wie a, yɛbɛda.",twi-akuapem,1,"When we finish eating, we will sleep.","After we eat, we go to bed.",After we ate we went to bed.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Bere a mereto dwom no, mihuu me nana.",twi-akuapem,1,"While I was singing, I saw my grandparent.","As I sang, I saw my grandfather.",As I sang I saw my grandfather.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Ansa sa mmrɛnkɛnsono besi ne ti ase no, na onim nea asaase aka akyerɛ no.",twi-akuapem,1,"Before the coconut tree lowers its head, it knows what the earth has told it.","Before the sword fell under his head, he knew what the earth had told him.",Before the sword fell under his head He knows what the world tells him.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Yaw Annor amma ntɛm nti, obiara kɔ.",twi-akuapem,1,"Because Yaw Annor did not come early, everyone left.",Yaw Annor didn't come early so everyone goes.,Yeoner didn't come early so everyone left.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ntotoho nkabomde yɛ nkabomde ahorow abien a wɔn nyinaa ka bom di dwuma,twi-akuapem,1,Correlative conjunctions are two different conjunctions that work together as a pair.,A comparison conjunction is a combination of two types of conjunctions,A comparative comparison is a combination of two types of conjunctions.,gemini-3.6-flash,google-translate,google-translate-via-thai
Wɔtaa frɛ Ntotoho kabomde yi sɛ mmɔho nkabomde.,twi-akuapem,1,This type of conjunction is often called a complex conjunction.,This Comparison combination is often called a double combination.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
"Nhwɛso: [sɛ….a, bere a…",twi-akuapem,1,"Example: [when...then, while...","Example: [if....a, when.",,gemini-3.6-flash,google-translate;google-translate-via-thai,
"Ɔbra no bɔ yɛ den ɛfisɛ, sika nni me ho.",twi-akuapem,1,Life is hard because I have no money.,"The life is hard because, I don’t have money.",Life is difficult because I have no money.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Berɛ a yɛrekɔ sukuu no, ɔfrɛɛ me.",twi-akuapem,1,"While we were going to school, he called me.","On the way to school, he called me.",On the way to school he called me.,gemini-3.6-flash,google-translate,google-translate-via-thai
Minni gye sɛ woapa me kyɛw.,twi-akuapem,1,I will not leave unless you beg me.,I don't have it unless you apologize.,"I don't have it, unless you excuse me.",gemini-3.6-flash,google-translate,google-translate-via-thai
"Sɛ minyini a, metu kwan.",twi-akuapem,1,"When I grow up, I will travel.",,,gemini-3.6-flash;google-translate;google-translate-via-thai,,
Dwumadie 3.6 Nkabomde dwumadi wɔ ɔkasamu mu,twi-akuapem,1,Exercise 3.6 The function of conjunctions in a sentence,Exercise 3.6 Conjunctive functions in sentences,Exercise 3.6 Linking functions in sentences,gemini-3.6-flash,google-translate,google-translate-via-thai
Nkabomde ho mfaso da nso wɔ kasa ahorow mu.,twi-akuapem,1,The usefulness of conjunctions is also evident in various languages.,There are also benefits of integration in languages.,There is also the benefit of integration across languages.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Eyinom nyinaa akyi no, ɛho mfaso",twi-akuapem,1,"Despite all these, its benefit","Despite all of this, it’s worth it","Despite all this, it's worth it.",gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛkyerɛkyerɛ botae mu anaa ɛda nea enti bi adi.,twi-akuapem,1,It explains a purpose or reveals a reason.,It explains a purpose or gives a reason.,It explains the purpose or gives reasons.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛboa de kasamufa anaa asɛnsin bi ka ɔfoforo no ho.,twi-akuapem,1,It helps to connect a clause or a phrase to another.,It helps to add a sentence or a sentence to the other.,It helps in adding a sentence or clause to another sentence.,gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛnam so tumi de asɛm bi a ɛnyɛ nokware ka asɛm dedaw bi a ɛno nso nyɛ nokware,twi-akuapem,1,"Through it, we can add a statement that is not true to an existing statement that is also not true.",We can thereby make a false statement about an old statement that is also false,"Therefore, we can make false statements about old statements that are also false.",gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛboa da nsonsonoe a ɛda biribi ntam adi.,twi-akuapem,1,It helps to show the difference between things.,It helps to distinguish between something.,Helps distinguish between some things,gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛnam so tumi de asɛm bi a ɛyɛ nokware ka asɛm dedaw bi a ɛno nso yɛ nokware,twi-akuapem,1,"Through it, we can add a statement that is true to an existing statement that is also true.",We can thereby make a true statement about an old statement that is also true,"Therefore, we can make statements that are true about old statements that are also true.",gemini-3.6-flash,google-translate,google-translate-via-thai
Yɛde yɛ ntotoe fa adwempɔw bi ne asɛm bi ho.,twi-akuapem,1,We use it to make comparisons regarding a point and a statement.,We use it to make comparisons about an idea and a matter.,We use it to compare ideas and matters.,gemini-3.6-flash,google-translate,google-translate-via-thai
Wode nkabomde reyɛ ɔkasamu,twi-akuapem,1,Using conjunctions to form a sentence,You are making a sentence with conjunctions,You are creating sentences with conjunctions.,gemini-3.6-flash,google-translate,google-translate-via-thai
Mmara kakra bi a ɛho hia pa ara da nkabomde dwumadi ho.,twi-akuapem,1,Some very important rules regarding the use of conjunctions.,There are a few very important rules about the operation of combinations.,There are some important rules about how combinations work.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nkabomde ka adwen, dwumadi ne nimdeɛ bom.",twi-akuapem,1,"Conjunctions join thoughts, actions, and concepts together.","Integration combines ideas, activities and knowledge.","Integrating ideas, activities, and knowledge",gemini-3.6-flash,google-translate,google-translate-via-thai
Nkabomde boa ma yetumi kyerɛw nneɛma ahorow bi din mmiako mmiako.,twi-akuapem,1,Conjunctions help us to list various items one by one.,Conjunctions help us to list things one by one.,Conjunctions help us write lists one at a time.,gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.7 Ɔkwan a yɛfa so yɛ nsɛmfua foforo wɔ ɔkasa mu,twi-akuapem,1,Activity 3.7 Ways through which we form new words in language,Exercise 3.7 How we make new words in speech,Exercise 3.7 How do we create new words in speech?,gemini-3.6-flash,google-translate,google-translate-via-thai
Hena na ɔtoto saa nneɛma ahorow no din?,twi-akuapem,1,Who names these various things?,Who names those things?,Who named those things?,gemini-3.6-flash,google-translate,google-translate-via-thai
"Yetumi nya Edin ne Edin nkabom, Edin ne Adeyɛ nkabom ɛnna Edin ne Edin",twi-akuapem,1,"We can get Noun and Noun compounds, Noun and Verb compounds, and Noun and Noun","We can get Noun and Noun combination, Noun and Verb combination and then Noun and Noun",We get a noun and a noun together. Nouns and verbs combined Then the noun and the noun,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nhwɛso ani + dan = anidan, nkwan + ta =nkwanta, nsa",twi-akuapem,1,"Example: ani + dan = anidan (change of face/mind), nkwan + ta = nkwanta (crossroads), nsa","Example eye + room = room, square + ta = square, hand","Example: eye + room = room, square + ta = square, hand",gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.8 Kyerɛ nsɛmfua nkabom nhyehyɛe mu,twi-akuapem,1,Activity 3.8 Show compound words formation rules,Exercise 3.8 Explain the structure of word combinations,Exercise 3.8 explains the structure of word combinations.,gemini-3.6-flash,google-translate,google-translate-via-thai
Hwehwɛ nsɛmfua ahorow a ɛkeka bobom ma yenya asɛmfua nkabom ahorow no,twi-akuapem,1,Look for various words that join together to give us different compound words,Find the words that boil together to form the word combinations,Find words that are put together into word combinations.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɔkasa bebree fɛm wɔn nsɛmfua fi kasa afoforo mu.,twi-akuapem,1,Many languages borrow their vocabulary from other languages.,Many languages ​​borrow their words from other languages.,Many languages ​​borrow words from other languages.,gemini-3.6-flash,google-translate,google-translate-via-thai
"Nsɛmfua a yɛafɛm ho nhwɛso wɔ Akuapem Twi kasa mu no bi na edidi so yi: bokiti-bucket, somɛnt-cement, ntoosi-tomatoes, makyese-matches.",twi-akuapem,1,"Here are some examples of borrowed words in the Akuapem Twi language: bokiti-bucket, somɛnt-cement, ntoosi-tomatoes, makyese-matches.","Examples of borrowed words in Akuapem Twi include the following: bucket-bucket, cement-cement, tomatoes-tomatoes, makyese-matches.","Examples of words borrowed from Akuapem Twi include bucket-bucket, cement-cement. Tomato-Tomato And lots of matches, yes.",gemini-3.6-flash,google-translate,google-translate-via-thai
Dwumadi 3.9 Yɛrekyerɛ nsɛmfua a yɛafɛm abɛka Akuapem Twi ho,twi-akuapem,1,Activity 3.9 Identifying words borrowed into Akuapem Twi,Exercise 3.9 Identifying borrowed words from Akuapem Twi,Exercise 3.9 Identifying words borrowed from Akwapem Thawee.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛma ɔkasa tu mpɔn efisɛ ɛma yenya nsɛmfua foforo ka dedaw no ho.,twi-akuapem,1,It enriches a language because it provides us with new words in addition to the existing ones.,It improves speech because it adds new words to the old ones.,It improves speech because it adds new words to old words.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛma yetumi ka kasa bi wɔ aman ahorow so.,twi-akuapem,1,It enables us to speak a language in different countries.,It allows us to speak a language in different countries.,It allows us to speak languages ​​in different countries.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛma yetumi nya nsɛmfua toto nneɛma foforo din.,twi-akuapem,1,It enables us to get words to name new things.,It allows us to find words to name other things.,It helps us find words to name other things.,gemini-3.6-flash,google-translate,google-translate-via-thai
Ɛma yehu nsɛmfua bi abɔse.,twi-akuapem,1,It helps us know the origins of certain words.,It reveals the origin of certain words.,Reveals the origin of some words,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛw mmataho nkyekyɛmu ahorow a ɛwɔ Akuapem Twi mu.,twi-akuapem,1,Write the different types of prefixes/suffixes in Akuapem Twi.,Write the conjunction paragraphs in the Rural English.,Write a joint paragraph in rural English.,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛw mmataho anan a ɛwɔ Akuapem Twi mu.,twi-akuapem,1,Write four affixes in Akuapem Twi.,Write four connections in Akuapem Twi.,,gemini-3.6-flash,google-translate;google-translate-via-thai,
Pɛnsɛmpɛnsɛm mmataho dwumadi anan anaa nea ɛboro saa mu.,twi-akuapem,1,Analyze four or more functions of affixes.,In four or more pencil connection activities.,In the activity connect four or more pencils.,gemini-3.6-flash,google-translate,google-translate-via-thai
Kyerɛ mmataho a ɛwɔ nsɛmfua a edidi so yi mu na san kyerɛ mmataho koro a,twi-akuapem,1,Identify the affixes in the following words and also state the same affix that,Identify the connections in the following words and re-identify the same connection a,Specify the connection with the following words. and specify the same connection again.,gemini-3.6-flash,google-translate,google-translate-via-thai
